id,day,slphrs,slpwell,weath,lteq,pss,se,ssgs_shame,ssgs_guilt,swls,pc,enthusiastic,calm,nervous,sluggish,happy,peaceful,embarrassed,sad,alert,satisfied,upset,bored,proud,relaxed,stress,depressed,excited,content,tense,disappointed,ashamed,relieved,angry,pos_activ,pos_deact,neg_activ,neg_deact,pfi_auth,pfi_hubr,evalday,posaff,negaff,affbalance,temp,hum,wind,bar,prec
431,6,6,2,3,33,3.5,4,1,1,5.2,6.166666667,6,6,4,1,6,6,1,1,4,6,1,1,6,5,3,1,5,6,2,1,1,7,1,5.4,5.8,2.2,1,3.714285714,1,0,5.6,1.6,4,45,0.72,9,29.99,0.12
431,7,5,1,4,36,4,5,1,1,5.6,6.333333333,6,6,3,1,4,5,1,1,3,6,1,1,7,5,3,1,4,6,3,1,1,7,1,4.8,5.6,2.2,1,4.428571429,1,0,5.2,1.6,3.6,53,0.76,5,30,0
432,0,9,3,2,0,3.75,4,1.2,1.6,4.6,6.5,4,6,2,4,4,4,1,1,3,4,2,1,4,5,1,1,4,5,1,1,1,1,1,3.8,4.8,1.4,1.6,2.571428571,1,1,4.3,1.5,2.8,39,0.8,8,30.07,0.29
432,1,10,3,4,14,3.75,4,1,1,7,6.833333333,6,4,1,1,7,6,1,1,1,6,1,1,6,5,1,1,6,7,1,1,1,3,1,5.2,5.6,1,1,4.285714286,1,1,5.4,1,4.4,44,0.79,6,29.93,0
432,2,9,3,2,9,3.75,4,1,1,5.8,6.666666667,5,6,1,1,6,6,1,1,1,5,1,1,4,6,1,1,5,6,1,1,1,4,1,4.2,5.8,1,1,3.571428571,1,1,5,1,4,47,0.86,3,29.95,0.04
432,3,9,3,2,17,3.5,3,1,1,4.6,6.666666667,4,4,2,1,5,4,1,1,3,4,2,1,4,4,5,1,3,4,3,1,1,2,1,3.8,4,2.6,1,2.857142857,1,1,3.9,1.8,2.1,48,0.9,10,29.54,0.12
432,4,9,2,2,8,3.25,4,1,1,5.4,6.666666667,4,4,1,1,5,3,1,1,1,6,1,1,5,4,2,1,3,7,1,1,1,5,1,3.6,4.8,1.2,1,4,1,0,4.2,1.1,3.1,36,0.74,18,29.71,0
432,5,9,3,4,14,4,4,1,1,6,6.833333333,5,4,1,1,7,5,1,1,1,6,1,1,5,4,1,1,4,6,1,1,1,3,1,4.4,5,1,1,4.142857143,1,0,4.7,1,3.7,45,0.57,2,30.09,0
432,6,8,3,1,6,4,4,1,1,6.2,6.833333333,7,5,1,1,7,6,1,1,1,7,1,1,6,5,1,1,7,7,1,1,1,5,1,5.6,6,1,1,4.571428571,1,0,5.8,1,4.8,45,0.72,9,29.99,0.12
432,7,7,2,4,15,3.5,4,1,1,5.6,6.666666667,5,6,1,1,5,6,1,1,1,5,1,1,4,6,1,1,5,6,1,1,1,3,1,4,5.8,1,1,3.142857143,1,1,4.9,1,3.9,53,0.76,5,30,0
433,0,8,2,0,9,3,5,1,1.6,3.2,6.166666667,7,5,4,2,6,5,1,2,6,4,2,2,3,5,5,1,3,6,2,2,2,5,1,5,5,2.8,1.8,2.571428571,1,0,5,2.3,2.7,39,0.8,8,30.07,0.29
433,1,6,3,4,9,3,5,1,1.6,5,5.833333333,6,6,2,4,6,5,1,1,5,5,1,1,6,6,2,1,5,5,4,2,1,4,2,5.6,5.4,2,1.8,3.285714286,1,1,5.5,1.9,3.6,44,0.79,6,29.93,0
433,2,8,2,0,5,2.5,5,1,1,2,6.333333333,5,5,5,2,4,3,1,1,1,2,2,3,2,3,2,1,1,1,1,1,1,4,1,2.6,2.8,2.2,1.6,2.285714286,1,1,2.7,1.9,0.8,47,0.86,3,29.95,0.04
433,3,8,3,0,3,2.75,5,1,1,4.4,6.666666667,5,6,1,3,5,5,1,1,4,4,1,3,3,5,1,1,2,5,1,1,1,4,1,3.8,5,1,1.8,3.142857143,1,1,4.4,1.4,3,48,0.9,10,29.54,0.12
433,4,5.5,2,0,3,3.25,4,1,1,4.8,6.666666667,6,5,1,1,5,5,1,1,5,5,1,2,5,5,1,1,4,5,1,1,1,4,1,5,5,1,1.2,3.714285714,1,0,5,1.1,3.9,36,0.74,18,29.71,0
433,5,,,,12,3.5,5,1,1,3.6,6.5,5,5,1,1,5,4,1,1,4,3,3,1,4,2,3,1,1,5,1,1,1,3,1,3.8,3.8,1.8,1,3.857142857,1.142857143,1,3.8,1.4,2.4,45,0.57,2,30.09,0
433,6,6,3,0,3,1.5,3,1,1.2,1.8,4.833333333,2,3,2,1,3,3,1,4,4,3,4,1,3,2,4,3,1,3,4,4,1,1,1,2.6,2.8,3,2.6,2.571428571,1,0,2.7,2.8,-0.1,45,0.72,9,29.99,0.12
433,7,6,3,4,3,3.5,4,1,1,5.2,6.166666667,6,5,2,1,6,6,1,1,5,5,1,1,5,5,1,1,4,5,1,1,1,4,1,5.2,5.2,1.2,1,3.285714286,1,1,5.2,1.1,4.1,53,0.76,5,30,0
434,0,8,3,0,0,1.5,3,2.8,1.2,1,2.666666667,1,1,1,6,1,1,5,7,4,1,7,2,4,1,7,5,1,1,2,7,1,1,7,2.2,1,4.4,5.4,2.714285714,1.285714286,0,1.6,4.9,-3.3,39,0.8,8,30.07,0.29
434,1,7,3,3,,3,4,1,1,1.8,3.833333333,3,5,2,4,3,4,2,4,4,3,3,4,4,4,4,5,2,4,1,5,1,3,4,3.2,4,2.4,4.4,3.142857143,1.285714286,0,3.6,3.4,0.2,44,0.79,6,29.93,0
434,2,9,3,3,0,3.25,3,1,1,3.6,5.666666667,6,6,1,1,4,6,1,2,6,7,3,1,7,4,3,2,1,4,1,1,1,7,4,4.8,5.4,1.8,1.4,4.857142857,1.571428571,1,5.1,1.6,3.5,47,0.86,3,29.95,0.04
434,3,7,3,2,0,3.5,5,1,1,2.2,6,6,6,3,1,4,5,1,3,4,4,2,1,4,4,2,2,3,4,1,2,1,5,2,4.2,4.6,1.8,1.8,4,1.714285714,1,4.4,1.8,2.6,48,0.9,10,29.54,0.12
434,4,6,3,0,6,3.5,4,1,1,4.4,6.166666667,4,6,1,1,5,5,1,3,4,5,1,1,5,6,2,2,1,5,2,2,1,5,1,3.8,5.4,1.4,1.8,4.714285714,1.571428571,0,4.6,1.6,3,36,0.74,18,29.71,0
434,5,7,2,3,3,2.75,3,2.6,2,1,5.166666667,5,4,1,1,4,4,5,5,4,4,6,1,2,4,1,3,1,4,3,5,2,4,4,3.2,4,3.2,3,2.285714286,1.571428571,1,3.6,3.1,0.5,45,0.57,2,30.09,0
434,6,7,3,1,6,2.5,4,1.2,1.8,3,5.666666667,4,2,3,3,3,2,2,4,3,2,5,1,2,1,4,4,2,2,2,5,1,4,2,2.8,1.8,3.2,3.4,3.857142857,1.571428571,0,2.3,3.3,-1,45,0.72,9,29.99,0.12
434,7,8,3,3,6,2.25,4,1.2,2.2,2.6,6,4,3,2,2,3,3,1,6,3,3,3,1,3,3,3,5,2,3,2,4,1,3,2,3,3,2.2,3.6,3.714285714,1.571428571,0,3,2.9,0.1,53,0.76,5,30,0
435,0,7,2,0,14,3.5,5,1,1.6,6,6,5,6,1,5,7,6,2,1,4,6,1,1,3,7,2,1,6,7,1,2,1,6,1,5,6.4,1.4,2,2.571428571,1,1,5.7,1.7,4,39,0.8,8,30.07,0.29
435,1,6,4,1,30,3.75,5,1,1.4,5,5.833333333,5,6,1,3,6,5,1,1,2,7,2,1,1,7,2,1,5,7,2,1,1,4,2,3.8,6.4,1.6,1.4,3.428571429,1.142857143,1,5.1,1.5,3.6,44,0.79,6,29.93,0
435,2,9,4,2,33,3.25,5,1,1.4,6.2,5.166666667,5,6,1,3,7,6,1,1,2,6,1,3,1,6,3,1,6,5,2,1,1,4,1,4.2,5.8,1.6,1.8,3.428571429,1.142857143,1,5,1.7,3.3,47,0.86,3,29.95,0.04
435,3,5.5,3,1,12,1.5,5,1.2,1,1.8,3.5,2,4,1,5,2,5,1,6,2,2,6,3,3,4,5,6,2,3,1,6,1,1,2,2.2,3.6,2.8,5.2,3.285714286,1,1,2.9,4,-1.1,48,0.9,10,29.54,0.12
435,4,5,3,1,15,2,5,1,1,2.6,4.5,4,2,6,2,3,5,1,5,4,3,5,1,3,2,6,4,2,3,5,5,1,3,1,3.2,3,4.6,3.4,3.571428571,1,0,3.1,4,-0.9,36,0.74,18,29.71,0
435,5,6,3,3,6,1.75,5,1.2,1,3.8,3,5,2,5,1,4,6,1,3,4,4,5,1,6,1,7,5,3,2,3,1,1,2,1,4.4,3,4.2,2.2,4.142857143,1,0,3.7,3.2,0.5,45,0.57,2,30.09,0
435,6,5,3,1,21,2.5,5,1,1,4.6,4.5,4,3,5,3,5,6,1,2,4,5,1,1,6,5,5,1,3,5,1,1,1,6,1,4.4,4.8,2.6,1.6,4.142857143,1,0,4.6,2.1,2.5,45,0.72,9,29.99,0.12
435,7,7,4,4,12,3.75,5,1,1,6.6,6.666666667,5,7,1,4,7,7,2,1,4,6,1,1,4,7,1,1,4,6,1,1,1,7,1,4.8,6.6,1.2,1.6,3.714285714,1,1,5.7,1.4,4.3,53,0.76,5,30,0
436,0,8,3,0,31,2.5,1,2.2,1.4,3.2,4.666666667,4,5,5,6,4,4,1,1,7,6,4,4,4,2,6,1,6,4,4,4,4,3,5,5,4.2,4,3.2,2.428571429,1.428571429,1,4.6,3.6,1,39,0.8,8,30.07,0.29
436,1,5,1,2,24,1.25,1,3,2.4,4.4,4.333333333,5,4,4,4,3,2,5,3,3,4,4,2,1,3,6,1,4,4,1,2,2,3,1,3.2,3.4,4,2.4,3,1,1,3.3,3.2,0.1,44,0.79,6,29.93,0
436,2,4,2,2,15,2,1,2.4,3.8,3.2,3.666666667,3,1,1,7,4,4,7,6,7,3,5,6,1,3,4,7,3,4,5,5,6,4,4,3.6,3,4.4,6.2,3.142857143,1.571428571,1,3.3,5.3,-2,47,0.86,3,29.95,0.04
436,3,8,1,1,9,2.5,1,1.2,1.2,3.6,4.833333333,3,5,4,6,4,5,1,1,6,5,1,7,1,5,5,1,4,4,5,4,1,5,1,3.6,4.8,3.2,3.8,2.142857143,1.428571429,1,4.2,3.5,0.7,48,0.9,10,29.54,0.12
436,4,8,0,0,13,2.5,1,1.6,1.6,3.8,3.833333333,3,5,1,5,4,4,1,2,4,4,2,3,1,3,6,1,4,5,3,3,1,5,1,3.2,4.2,2.6,2.8,3.6,1,1,3.7,2.7,1,36,0.74,18,29.71,0
436,5,8,2,1,18,1.25,1,1,1,4,4.666666667,3,5,1,3,5,5,1,3,6,5,1,6,1,3,5,1,5,4,5,4,1,5,1,4,4.4,2.6,3.4,3.714285714,1.428571429,1,4.2,3,1.2,45,0.57,2,30.09,0
436,6,9,0,0,30,1.5,1,1,1.2,4.4,3.833333333,4,5,1,6,5,4,1,3,6,4,1,2,1,4,5,1,5,2,5,6,1,1,5,4.2,3.8,2.6,3.6,3.142857143,1.571428571,1,4,3.1,0.9,45,0.72,9,29.99,0.12
436,7,7,1,4,21,2,1,1,1,5.6,5.333333333,7,6,1,1,7,7,1,1,4,7,1,1,1,7,1,1,7,4,1,1,1,1,1,5.2,6.2,1,1,2,1,1,5.7,1,4.7,53,0.76,5,30,0
437,0,6.5,3,1,0,2.75,2,1.6,3.4,2,6.666666667,6,2,1,3,4,1,1,1,2,3,2,1,1,2,4,1,5,2,5,1,1,4,4,3.6,2,2.6,1.4,1.714285714,1,0,2.8,2,0.8,39,0.8,8,30.07,0.29
437,1,8,4,4,0,2.75,2,1.2,1.6,6,5.333333333,7,3,1,1,7,2,2,4,4,5,3,1,5,3,3,2,7,6,1,1,1,3,2,6,3.8,2,1.8,2,1.142857143,0,4.9,1.9,3,44,0.79,6,29.93,0
437,2,7,2,3,0,3.25,2,1,1.4,4.8,6.333333333,7,4,1,1,6,4,1,1,3,6,1,2,1,4,2,1,7,7,1,1,1,3,2,4.8,5,1.2,1.2,2,1,1,4.9,1.2,3.7,47,0.86,3,29.95,0.04
437,3,9,2,0,0,2.5,2,1.2,1.2,1.8,6,5,3,3,3,4,3,1,2,1,3,1,2,1,2,2,1,3,2,1,1,1,1,2,2.8,2.6,1.6,1.8,1.571428571,1,1,2.7,1.7,1,48,0.9,10,29.54,0.12
437,4,8,3,3,3,1.75,2,1.2,1.6,4.4,5,6,4,1,1,4,4,1,1,3,4,1,5,2,4,1,2,6,6,1,1,1,3,1,4.2,4.4,1,2,1.714285714,1,0,4.3,1.5,2.8,36,0.74,18,29.71,0
437,5,7,3,2,17,3.25,5,2,1.4,5.8,5.5,5,3,2,3,6,5,2,2,3,5,2,4,5,3,5,2,4,6,2,2,2,6,3,4.6,4.4,2.6,2.6,4.285714286,1.142857143,1,4.5,2.6,1.9,45,0.57,2,30.09,0
437,6,6,3,2,17,2.5,3,1.2,1.4,3.8,5.333333333,6,6,4,5,6,5,2,1,1,4,1,6,2,4,4,1,3,1,1,1,1,4,3,3.6,4,2.4,2.8,1.714285714,1,1,3.8,2.6,1.2,45,0.72,9,29.99,0.12
437,7,8,3,2,0,2.25,5,1.2,1.8,4.4,5,2,1,1,2,3,4,1,1,2,3,2,7,1,3,3,1,1,3,1,1,1,3,1,1.8,2.8,1.6,2.4,1.714285714,1,1,2.3,2,0.3,53,0.76,5,30,0
438,0,8,3,0,14,2.5,2,1.8,1,2.8,5.666666667,2,6,5,5,3,4,2,5,4,3,4,3,4,4,4,4,3,3,3,4,4,4,2,3.2,4,3.6,4.2,2.142857143,1,1,3.6,3.9,-0.3,39,0.8,8,30.07,0.29
438,1,7,2,4,22,2,3,1,1,3.8,4.333333333,2,4,3,5,5,5,1,2,2,4,2,4,3,5,3,2,4,4,2,2,2,2,1,3.2,4.4,2.2,3,2.714285714,1,0,3.8,2.6,1.2,44,0.79,6,29.93,0
438,2,7,4,4,42,2.5,4,1.6,2,5.8,3.5,7,5,5,2,5,5,3,1,6,6,2,1,5,5,2,1,7,6,6,4,2,5,2,6,5.4,3.6,1.8,3.142857143,1.285714286,1,5.7,2.7,3,47,0.86,3,29.95,0.04
438,3,9,3,0,9,2.75,3,1,1,3.2,3,4,3,3,4,5,5,3,2,5,4,3,2,3,4,4,1,3,3,5,4,2,4,1,4,3.8,3.6,2.6,2,1,1,3.9,3.1,0.8,48,0.9,10,29.54,0.12
438,4,9,3,2,18,2.5,4,1,1,4.8,6,5,5,2,2,6,5,1,1,4,5,1,1,4,5,2,1,5,5,1,1,1,5,1,4.8,5,1.4,1.2,2.571428571,1,1,4.9,1.3,3.6,36,0.74,18,29.71,0
438,5,7.5,3,3,37,3,4,1,1,4.8,5.166666667,4,4,2,3,6,5,1,1,4,5,1,1,4,5,2,1,6,5,1,1,1,5,1,4.8,4.8,1.4,1.4,2.714285714,1,1,4.8,1.4,3.4,45,0.57,2,30.09,0
438,6,7,2,1,18,2.5,4,1.2,2,4.6,5.166666667,5,5,1,1,5,5,1,1,4,5,1,1,3,5,2,1,4,5,1,1,1,3,1,4.2,5,1.2,1,2.857142857,1,0,4.6,1.1,3.5,45,0.72,9,29.99,0.12
438,7,7,3,4,35,2.5,3,1.6,1,4.8,4.833333333,5,5,5,3,5,4,2,1,4,5,1,1,4,4,4,1,5,5,5,3,2,2,1,4.6,4.6,3.4,1.8,2.142857143,1,1,4.6,2.6,2,53,0.76,5,30,0
439,0,7,1,0,14,2.5,4,1.6,3,4,4.333333333,3,6,4,7,5,5,3,4,2,5,3,6,4,5,6,3,4,5,2,2,2,3,5,3.6,5.2,3.6,4.4,2.714285714,1.571428571,1,4.4,4,0.4,39,0.8,8,30.07,0.29
439,1,5,2,3,5,2,4,1.6,2,4.4,4.333333333,5,5,6,6,6,6,3,3,5,4,2,5,4,6,6,2,7,6,4,3,2,4,5,5.4,5.4,4.2,3.8,3.714285714,1.142857143,1,5.4,4,1.4,44,0.79,6,29.93,0
439,2,12,4,3,3,4,5,1,1,4.8,5.666666667,7,5,3,4,6,5,1,1,5,5,2,3,4,5,2,1,7,6,2,1,1,2,4,5.8,5.2,2,2,4.571428571,1.142857143,1,5.5,2,3.5,47,0.86,3,29.95,0.04
439,3,8,3,0,3,2.75,3,1,1,5,4.166666667,5,6,2,4,7,6,1,1,5,6,2,3,4,5,3,1,7,6,2,1,1,3,3,5.6,5.8,2,2,3.714285714,1,1,5.7,2,3.7,48,0.9,10,29.54,0.12
439,4,5,1,1,8,3,5,1,1,5,4.333333333,4,5,2,3,5,4,1,2,5,4,1,3,3,6,4,2,4,4,2,2,2,2,2,4.2,4.6,2,2.4,3.714285714,1.142857143,0,4.4,2.2,2.2,36,0.74,18,29.71,0
439,5,4,0,4,8,3.5,4,1,1,5.2,4.666666667,4,4,3,2,4,5,3,2,4,6,3,4,6,5,2,1,5,4,1,2,1,3,3,4.6,4.8,2.4,2.2,4,1,1,4.7,2.3,2.4,45,0.57,2,30.09,0
439,6,8,3,0,8,2.75,3,1.2,1,4.4,4.5,1,4,3,5,4,4,1,1,2,5,2,4,3,4,4,1,1,4,1,1,1,1,1,2.2,4.2,2.2,2.4,3.428571429,1,1,3.2,2.3,0.9,45,0.72,9,29.99,0.12
439,7,7,3,4,8,3,4,1,1,5.8,4.5,4,4,3,4,5,2,1,2,4,6,2,4,3,5,4,1,3,2,1,1,1,2,2,3.8,3.8,2.2,2.4,3.857142857,1.428571429,1,3.8,2.3,1.5,53,0.76,5,30,0
440,0,7,1,0,9,2.25,4,1.4,1,5.2,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,39,0.8,8,30.07,0.29
440,1,7,2,3,9,3.5,4,1.2,1.2,5.2,6.166666667,5,6,2,2,7,5,4,2,3,5,1,1,2,3,1,2,5,6,1,1,2,7,3,4.4,5,1.8,1.6,2.571428571,1,1,4.7,1.7,3,44,0.79,6,29.93,0
440,2,9,3,1,9,2.75,4,1,1.2,4,6.2,3,2,6,2,5,4,3,3,3,4,5,4,3,3,3,4,2,4,2,2,1,3,1,3.2,3.4,3.8,3,2.714285714,1.428571429,1,3.3,3.4,-0.1,47,0.86,3,29.95,0.04
440,3,6,2,2,5,2.5,5,1,2.2,4,5.5,5,6,3,4,5,5,2,3,4,2,3,5,5,6,1,2,5,6,6,5,5,3,1,4.8,5,3,3.8,2.428571429,1,1,4.9,3.4,1.5,48,0.9,10,29.54,0.12
440,4,7,1,1,5,2.5,5,1,1,4.6,5.666666667,5,5,3,2,6,5,2,1,4,4,1,3,2,5,4,2,5,3,1,2,4,4,1,4.4,4.4,2.2,2,2.666666667,1.142857143,1,4.4,2.1,2.3,36,0.74,18,29.71,0
440,5,7,0,3,5,3.25,5,1,1,4.8,6,5,4,2,2,6,5,1,1,5,4,2,1,3,5,2,1,5,7,2,2,2,5,6,4.8,5,1.8,1.4,2.571428571,1,1,4.9,1.6,3.3,45,0.57,2,30.09,0
440,6,8,2,2,9,3,5,1,1,4.4,6,5,4,5,2,6,5,3,2,4,5,1,1,3,5,3,1,5,7,1,2,1,6,1,4.6,5.2,2.6,1.6,3.428571429,1,0,4.9,2.1,2.8,45,0.72,9,29.99,0.12
440,7,7,1,3,9,3,4,1.2,1.4,5.2,6,5,5,2,2,6,4,2,1,4,5,1,2,4,5,2,1,3,6,1,2,2,5,1,4.4,5,1.6,1.6,2.857142857,1.142857143,0,4.7,1.6,3.1,53,0.76,5,30,0
441,0,7,3,3,3,2.666666667,5,1,1.8,4.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,39,0.8,8,30.07,0.29
441,1,8,2,2,0,2.5,5,1,1.6,4,5.4,2,5,3,5,4,4,1,2,3,7,1,2,6,4,4,1,5,4,4,2,1,5,6,4,4.8,2.6,2.4,3.714285714,1,1,4.4,2.5,1.9,44,0.79,6,29.93,0
441,2,8,2,4,3,1.666666667,4,1.4,2.2,3.8,4,4,3,6,4,5,3,1,2,6,4,4,3,5,3,4,2,3,4,7,5,1,3,4,4.6,3.4,4.4,3.2,3,1.857142857,1,4,3.8,0.2,47,0.86,3,29.95,0.04
441,3,8,2,2,0,3,5,2.6,2,4.4,4.6,4,4,6,2,4,3,2,5,4,4,4,4,6,3,6,4,3,4,5,5,2,4,3,4.2,3.6,4.6,4,3.285714286,1,1,3.9,4.3,-0.4,48,0.9,10,29.54,0.12
441,4,5.5,1,3,0,2.5,5,1.4,1.6,4.8,5,6,5,3,3,4,4,2,2,4,7,2,2,5,4,4,2,6,7,6,2,1,4,4,5,5.4,3.4,2.2,3.857142857,1.714285714,0,5.2,2.8,2.4,36,0.74,18,29.71,0
441,5,7,3,3,3,2.5,5,1.2,1.8,5,5.8,6,5,3,2,5,4,1,2,5,7,1,1,6,4,4,2,5,7,5,1,1,3,1,5.4,5.4,2.8,1.6,4,1,0,5.4,2.2,3.2,45,0.57,2,30.09,0
441,6,8,3,1,14,2.25,5,1,1.4,4.8,5.2,6,3,5,2,4,2,1,1,3,7,1,1,5,3,5,1,5,7,4,1,1,5,1,4.6,4.4,3.2,1.2,4,1,0,4.5,2.2,2.3,45,0.72,9,29.99,0.12
441,7,7,3,3,3,3.5,5,1,1,7,6.4,7,5,3,1,5,5,1,1,6,7,2,1,7,5,2,1,6,7,2,1,1,7,2,6.2,5.8,2,1,5,1,1,6,1.5,4.5,53,0.76,5,30,0
442,0,6,2,0,5,2.5,4,1,1,3,4,2,5,1,7,6,6,1,2,2,2,1,3,2,3,4,1,1,2,2,1,1,3,1,2.6,3.6,1.8,2.8,3,1.428571429,0,3.1,2.3,0.8,39,0.8,8,30.07,0.29
442,1,7,2,4,5,2.5,4,1,1,4.4,5,5,5,1,1,5,4,1,1,1,5,1,4,1,5,2,1,5,5,1,1,1,1,1,3.4,4.8,1.2,1.6,2,1,1,4.1,1.4,2.7,44,0.79,6,29.93,0
442,2,9,4,2,9,2.75,4,1,1,4.6,5.666666667,6,4,2,2,4,4,1,1,5,5,1,2,2,2,4,1,2,3,3,1,1,1,1,3.8,3.6,2.2,1.4,3.428571429,1,1,3.7,1.8,1.9,47,0.86,3,29.95,0.04
442,3,7,3,2,14,2.75,4,1,1,5.6,5.166666667,6,6,1,1,6,6,1,1,6,4,1,4,3,5,1,1,5,5,1,1,1,1,1,5.2,5.2,1,1.6,3.857142857,1,1,5.2,1.3,3.9,48,0.9,10,29.54,0.12
442,4,8,4,0,9,2.75,4,1,1,4.8,4.666666667,5,5,1,6,6,5,1,1,4,4,1,5,5,5,3,1,4,5,2,1,1,1,1,4.8,4.8,1.6,2.8,2,1,1,4.8,2.2,2.6,36,0.74,18,29.71,0
442,5,7,4,4,5,3,5,1,1,4.4,5.166666667,5,4,1,1,4,3,3,1,4,3,1,1,3,2,1,1,3,4,1,1,1,1,1,3.8,3.2,1.4,1,3.285714286,1,1,3.5,1.2,2.3,45,0.57,2,30.09,0
442,6,5,2,0,5,2.5,5,1,1,5.8,5.666666667,5,5,3,3,6,4,1,1,4,5,1,1,3,4,4,1,4,5,3,1,1,1,1,4.4,4.6,2.4,1.4,3.571428571,1.142857143,0,4.5,1.9,2.6,45,0.72,9,29.99,0.12
442,7,8,4,4,9,1.75,1,1,1,3.6,4.333333333,5,2,1,1,5,3,1,1,4,4,1,1,2,1,5,1,4,3,3,1,1,1,1,4,2.6,2.2,1,2.857142857,1,1,3.3,1.6,1.7,53,0.76,5,30,0
501,0,9,4,4,26,3.25,4,1,1,4.8,6.333333333,5,5,1,2,6,5,1,1,1,5,1,3,3,4,1,1,5,5,1,1,1,2,1,4,4.8,1,1.6,2.571428571,1,0,4.4,1.3,3.1,53,0.76,5,30,0
501,1,8,4,0,22,3.25,5,1.4,1.2,3.8,6,6,6,5,2,6,4,4,1,3,5,1,3,7,6,3,1,6,6,2,1,1,2,2,5.6,5.4,3,1.6,4.714285714,1,0,5.5,2.3,3.2,56,0.86,10,29.32,0.3
501,2,7,3,2,32,2.25,2,1.2,1.8,3.8,3.2,5,6,3,4,5,4,6,3,2,5,2,4,2,5,4,2,3,4,4,4,1,2,2,3.4,4.8,3.8,3.4,2.285714286,1,1,4.1,3.6,0.5,42,0.74,20,29.54,0
501,3,8,3,4,23,3.5,3,1,1.4,5,4.333333333,7,5,1,3,6,4,3,1,1,3,1,2,1,3,1,1,7,5,1,1,1,1,1,4.4,4,1.4,1.6,2.285714286,1,1,4.2,1.5,2.7,50,0.69,8,29.88,0
501,4,7,4,2,30,2.75,3,1.2,1,4.8,3.833333333,5,5,2,3,6,4,1,1,2,3,1,3,3,4,3,1,5,4,3,1,1,2,1,4.2,4,2,1.8,2.571428571,1,1,4.1,1.9,2.2,48,0.66,8,29.46,0.05
501,5,8,3,0,41,3,4,1,1,4.6,4.5,6,5,2,2,6,4,1,1,1,5,1,3,3,4,2,1,5,7,2,1,1,3,1,4.2,5,1.6,1.6,3,1,0,4.6,1.6,3,34,0.66,14,29.38,0
501,6,7,2,2,22,0.75,2,2.6,4.2,2.6,1.666666667,4,2,2,3,3,3,1,3,1,2,5,3,2,2,7,7,3,2,7,7,5,2,7,2.6,2.2,4.4,4.6,1.571428571,1,0,2.4,4.5,-2.1,39,0.54,10,29.59,0
501,7,8,3,3,27,0.25,1,2.4,4.2,1,2.5,2,2,3,5,2,1,1,6,1,2,6,3,1,2,7,7,2,2,7,7,7,1,7,1.6,1.8,4.8,5.6,1.142857143,1,0,1.7,5.2,-3.5,44,0.39,3,29.74,0
502,0,5,1,4,0,3.5,5,1,1,5.8,5.833333333,5,7,1,5,5,5,1,1,4,7,1,5,7,6,2,1,4,6,1,1,1,1,1,5,6.2,1.2,2.6,4.142857143,1.142857143,1,5.6,1.9,3.7,53,0.76,5,30,0
502,1,5,2,0,0,2.5,5,1,1,3.6,5,4,6,3,6,6,6,1,1,4,5,2,3,5,6,3,1,2,6,1,1,1,1,1,4.2,5.8,2,2.4,2.857142857,1.142857143,1,5,2.2,2.8,56,0.86,10,29.32,0.3
502,2,4,1,3,0,1.75,4,3,2.4,3.8,4.5,7,7,7,1,1,2,5,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3.8,3.6,4.2,3,2.857142857,1.714285714,1,3.7,3.6,0.1,42,0.74,20,29.54,0
502,3,8,2,3,0,2.5,5,1,1,4.6,4.333333333,7,6,1,1,5,5,4,2,5,5,1,1,3,5,1,1,6,5,1,1,1,1,1,5.2,5.2,1.6,1.2,3.142857143,1,1,5.2,1.4,3.8,50,0.69,8,29.88,0
502,4,3,0,0,0,2.5,5,1,1,4.2,5,6,6,1,1,6,5,2,3,6,5,2,1,6,5,3,1,3,5,1,3,1,3,1,5.4,5.2,1.8,1.8,3.714285714,1,0,5.3,1.8,3.5,48,0.66,8,29.46,0.05
502,5,6,3,0,0,2.5,5,1,1,3.4,4,5,4,1,2,5,4,2,2,4,3,1,2,5,4,2,1,4,3,1,4,3,2,1,4.6,3.6,1.4,2.2,3.714285714,1.428571429,1,4.1,1.8,2.3,34,0.66,14,29.38,0
502,6,4,0,1,0,2,3,1.4,2,3,4,1,2,4,1,1,2,3,1,2,1,3,1,2,3,1,2,3,2,1,2,1,1,1,1.8,2,2.4,1.4,2.857142857,1.428571429,1,1.9,1.9,0,39,0.54,10,29.59,0
502,7,6,2,4,0,2,2,1.8,1.2,3.2,4.833333333,1,2,1,1,4,5,1,1,1,2,1,2,4,1,1,1,4,4,1,1,1,1,1,2.8,2.8,1,1.2,3.142857143,1,1,2.8,1.1,1.7,44,0.39,3,29.74,0
503,0,8,2,4,9,2.25,3,1,1.8,4.4,5.166666667,2,6,1,5,5,2,1,3,3,5,2,5,2,4,3,4,3,7,1,2,1,4,2,3,4.8,1.6,3.8,2.428571429,1,1,3.9,2.7,1.2,53,0.76,5,30,0
503,1,8,2,1,6,2.5,3,1,1,3.2,4.4,4,5,2,4,4,5,1,1,3,4,2,7,3,6,2,2,5,6,2,6,1,2,1,3.8,5.2,1.8,4,2.428571429,1,1,4.5,2.9,1.6,56,0.86,10,29.32,0.3
